,id,size,generation,fitness.min,fitness.l_quartile,fitness.median,fitness.u_quartile,fitness.max
1496,200:009,200,46,10.0,14.0,15.5,17.0,19.0
1497,200:009,200,47,11.0,14.0,16.0,17.0,19.0
1498,200:009,200,48,10.0,14.0,15.0,17.0,19.0
1499,200:009,200,49,10.0,14.0,16.0,17.0,19.0
1500,300:000,300,0,2.220446049250313e-16,2.220446049250313e-16,0.5000000000000002,1.0000000000000002,3.0
1501,300:000,300,1,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,5.0
1502,300:000,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1503,300:000,300,3,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1504,300:000,300,4,2.220446049250313e-16,1.0000000000000002,2.0,2.0,4.0
1505,300:000,300,5,2.220446049250313e-16,1.0000000000000002,2.0,2.5,5.0
1506,300:000,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1507,300:000,300,7,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1508,300:000,300,8,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1509,300:000,300,9,2.220446049250313e-16,2.0,3.0,3.5,7.0
1510,300:000,300,10,2.220446049250313e-16,2.0,3.0,4.0,6.0
1511,300:000,300,11,2.220446049250313e-16,2.0,3.0,4.0,7.0
1512,300:000,300,12,2.220446049250313e-16,2.0,3.0,4.0,7.0
1513,300:000,300,13,2.220446049250313e-16,2.0,4.0,4.0,8.0
1514,300:000,300,14,2.220446049250313e-16,2.0,4.0,5.0,8.0
1515,300:000,300,15,2.220446049250313e-16,2.0,4.0,5.0,8.0
1516,300:000,300,16,2.220446049250313e-16,3.0,4.0,5.0,10.0
1517,300:000,300,17,1.0000000000000002,3.0,5.0,6.0,10.0
1518,300:000,300,18,1.0000000000000002,3.5,5.0,6.0,10.0
1519,300:000,300,19,1.0000000000000002,4.0,5.0,6.0,10.0
1520,300:000,300,20,1.0000000000000002,4.0,5.0,6.0,11.0
1521,300:000,300,21,2.0,5.0,6.0,8.0,11.0
1522,300:000,300,22,2.0,5.0,6.0,8.0,11.0
1523,300:000,300,23,2.0,6.0,7.0,8.0,11.0
1524,300:000,300,24,3.0,6.0,8.0,9.0,12.0
1525,300:000,300,25,3.0,6.0,8.0,9.0,13.0
1526,300:000,300,26,3.0,7.0,8.0,9.0,13.0
1527,300:000,300,27,3.0,7.0,8.0,9.0,13.0
1528,300:000,300,28,4.0,7.0,8.0,9.0,13.0
1529,300:000,300,29,4.0,7.0,8.0,9.0,13.0
1530,300:000,300,30,5.0,7.0,9.0,10.0,13.0
1531,300:000,300,31,5.0,7.0,9.0,10.0,13.0
1532,300:000,300,32,6.0,8.0,9.0,11.0,13.0
1533,300:000,300,33,4.0,8.0,9.0,11.0,13.0
1534,300:000,300,34,4.0,8.0,10.0,11.0,13.0
1535,300:000,300,35,5.0,9.0,9.5,11.0,14.0
1536,300:000,300,36,6.0,9.0,10.0,11.0,13.0
1537,300:000,300,37,4.0,9.0,9.5,12.0,13.0
1538,300:000,300,38,4.0,9.0,10.0,11.0,13.0
1539,300:000,300,39,6.0,9.0,11.0,12.0,13.0
1540,300:000,300,40,6.0,9.0,11.0,11.0,13.0
1541,300:000,300,41,6.0,9.0,11.0,11.5,13.0
1542,300:000,300,42,4.0,10.0,11.0,11.0,13.0
1543,300:000,300,43,4.0,9.0,11.0,12.0,13.0
1544,300:000,300,44,7.0,9.5,11.0,11.0,13.0
1545,300:000,300,45,7.0,10.0,11.0,12.0,13.0
1546,300:000,300,46,7.0,10.0,11.0,12.0,13.0
1547,300:000,300,47,8.0,10.0,11.0,12.0,13.0
1548,300:000,300,48,8.0,10.5,11.0,12.0,13.0
1549,300:000,300,49,6.0,10.0,11.5,12.0,13.0
1550,300:001,300,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,3.0
1551,300:001,300,1,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,4.0
1552,300:001,300,2,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,2.0,3.0
1553,300:001,300,3,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1554,300:001,300,4,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,6.0
1555,300:001,300,5,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1556,300:001,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1557,300:001,300,7,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1558,300:001,300,8,2.220446049250313e-16,1.0000000000000002,3.0,4.0,6.0
1559,300:001,300,9,2.220446049250313e-16,1.5,3.0,4.0,6.0
1560,300:001,300,10,2.220446049250313e-16,2.0,3.0,4.0,7.0
1561,300:001,300,11,2.220446049250313e-16,2.0,3.5,5.0,7.0
1562,300:001,300,12,2.220446049250313e-16,2.5,4.0,5.0,7.0
1563,300:001,300,13,2.220446049250313e-16,3.0,4.0,5.0,7.0
1564,300:001,300,14,1.0000000000000002,3.0,4.0,5.0,8.0
1565,300:001,300,15,2.0,4.0,5.0,6.0,8.0
1566,300:001,300,16,2.220446049250313e-16,4.0,5.0,6.0,7.0
1567,300:001,300,17,3.0,4.0,6.0,7.0,8.0
1568,300:001,300,18,2.0,5.0,6.0,7.0,8.0
1569,300:001,300,19,1.0000000000000002,5.0,6.0,7.0,9.0
1570,300:001,300,20,2.0,5.0,6.0,7.0,9.0
1571,300:001,300,21,2.0,5.0,7.0,7.0,9.0
1572,300:001,300,22,1.0000000000000002,6.0,7.0,7.0,9.0
1573,300:001,300,23,2.0,6.0,7.0,7.0,9.0
1574,300:001,300,24,3.0,6.0,7.0,7.0,10.0
1575,300:001,300,25,3.0,6.0,7.0,8.0,10.0
1576,300:001,300,26,3.0,6.0,7.0,8.0,10.0
1577,300:001,300,27,3.0,6.0,7.0,8.0,10.0
1578,300:001,300,28,4.0,6.0,7.0,8.0,10.0
1579,300:001,300,29,4.0,6.0,7.0,8.0,10.0
1580,300:001,300,30,4.0,7.0,8.0,9.0,10.0
1581,300:001,300,31,4.0,7.0,8.0,9.0,10.0
1582,300:001,300,32,4.0,7.0,8.0,9.0,10.0
1583,300:001,300,33,4.0,6.0,7.5,9.0,10.0
1584,300:001,300,34,3.0,6.0,8.0,8.5,10.0
1585,300:001,300,35,3.0,6.0,8.0,9.0,10.0
1586,300:001,300,36,4.0,7.0,8.0,9.0,10.0
1587,300:001,300,37,5.0,7.0,8.0,9.0,10.0
1588,300:001,300,38,2.0,7.0,8.0,9.0,10.0
1589,300:001,300,39,2.0,7.0,8.0,9.0,10.0
1590,300:001,300,40,4.0,7.0,8.5,9.0,10.0
1591,300:001,300,41,4.0,7.0,9.0,9.0,10.0
1592,300:001,300,42,4.0,8.0,9.0,9.0,11.0
1593,300:001,300,43,4.0,8.0,9.0,9.0,11.0
1594,300:001,300,44,5.0,8.0,9.0,10.0,10.0
1595,300:001,300,45,5.0,8.0,9.0,10.0,10.0
1596,300:001,300,46,5.0,8.0,9.0,10.0,10.0
1597,300:001,300,47,4.0,8.0,9.0,10.0,10.0
1598,300:001,300,48,5.0,9.0,9.0,10.0,10.0
1599,300:001,300,49,4.0,9.0,9.0,10.0,10.0
1600,300:002,300,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,4.0
1601,300:002,300,1,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,2.0,4.0
1602,300:002,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,5.0
1603,300:002,300,3,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1604,300:002,300,4,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1605,300:002,300,5,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1606,300:002,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1607,300:002,300,7,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1608,300:002,300,8,2.220446049250313e-16,1.0000000000000002,2.0,4.0,8.0
1609,300:002,300,9,2.220446049250313e-16,2.0,3.0,4.0,8.0
1610,300:002,300,10,2.220446049250313e-16,2.0,3.0,4.0,8.0
1611,300:002,300,11,2.220446049250313e-16,2.0,3.0,5.0,9.0
1612,300:002,300,12,1.0000000000000002,3.0,3.0,5.0,9.0
1613,300:002,300,13,1.0000000000000002,3.0,4.0,5.0,8.0
1614,300:002,300,14,2.220446049250313e-16,3.0,4.0,5.0,8.0
1615,300:002,300,15,2.220446049250313e-16,3.0,5.0,6.0,9.0
1616,300:002,300,16,1.0000000000000002,3.0,5.0,6.0,9.0
1617,300:002,300,17,2.0,3.0,5.0,6.0,8.0
1618,300:002,300,18,2.220446049250313e-16,3.0,5.0,6.0,9.0
1619,300:002,300,19,2.0,4.0,5.0,6.0,9.0
1620,300:002,300,20,2.0,4.0,5.0,6.0,10.0
1621,300:002,300,21,1.0000000000000002,4.0,5.0,6.0,9.0
1622,300:002,300,22,2.220446049250313e-16,4.0,5.0,6.0,9.0
1623,300:002,300,23,1.0000000000000002,4.0,6.0,7.0,10.0
1624,300:002,300,24,1.0000000000000002,4.0,6.0,7.0,11.0
1625,300:002,300,25,1.0000000000000002,5.0,6.0,7.0,10.0
1626,300:002,300,26,3.0,5.0,6.0,8.0,10.0
1627,300:002,300,27,3.0,5.0,6.0,7.0,12.0
1628,300:002,300,28,2.0,5.0,6.0,8.0,11.0
1629,300:002,300,29,3.0,6.0,7.0,9.0,10.0
1630,300:002,300,30,3.0,6.0,7.0,8.5,10.0
1631,300:002,300,31,3.0,6.0,7.0,9.0,12.0
1632,300:002,300,32,3.0,6.0,7.0,9.0,12.0
1633,300:002,300,33,3.0,6.0,8.0,9.0,11.0
1634,300:002,300,34,4.0,6.0,7.0,9.0,12.0
1635,300:002,300,35,3.0,7.0,8.0,9.0,12.0
1636,300:002,300,36,4.0,7.0,8.0,9.0,13.0
1637,300:002,300,37,4.0,7.0,8.0,9.0,13.0
1638,300:002,300,38,4.0,7.0,8.0,9.0,13.0
1639,300:002,300,39,5.0,7.0,8.0,9.0,12.0
1640,300:002,300,40,5.0,7.0,8.0,10.0,14.0
1641,300:002,300,41,5.0,7.0,9.0,10.0,13.0
1642,300:002,300,42,4.0,8.0,9.0,10.0,12.0
1643,300:002,300,43,4.0,8.0,9.0,10.0,12.0
1644,300:002,300,44,3.0,8.0,9.0,11.0,13.0
1645,300:002,300,45,3.0,9.0,10.0,11.0,13.0
1646,300:002,300,46,5.0,9.0,10.0,11.0,13.0
1647,300:002,300,47,5.0,8.0,10.0,11.0,13.0
1648,300:002,300,48,5.0,9.0,10.0,11.0,13.0
1649,300:002,300,49,6.0,9.0,10.0,11.0,13.0
1650,300:003,300,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,5.0
1651,300:003,300,1,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1652,300:003,300,2,2.220446049250313e-16,1.0000000000000002,2.0,2.0,8.0
1653,300:003,300,3,2.220446049250313e-16,1.0000000000000002,2.0,3.0,7.0
1654,300:003,300,4,2.220446049250313e-16,1.0000000000000002,2.0,4.0,8.0
1655,300:003,300,5,2.220446049250313e-16,1.0000000000000002,2.0,4.0,9.0
1656,300:003,300,6,2.220446049250313e-16,2.0,3.0,5.0,8.0
1657,300:003,300,7,2.220446049250313e-16,2.0,3.0,6.0,8.0
1658,300:003,300,8,2.220446049250313e-16,3.0,4.0,6.0,10.0
1659,300:003,300,9,2.220446049250313e-16,3.0,5.0,7.0,9.0
1660,300:003,300,10,2.220446049250313e-16,4.0,6.0,7.5,10.0
1661,300:003,300,11,2.220446049250313e-16,5.0,6.0,8.0,10.0
1662,300:003,300,12,2.0,6.0,7.0,8.0,10.0
1663,300:003,300,13,1.0000000000000002,6.0,7.0,8.0,10.0
1664,300:003,300,14,2.220446049250313e-16,6.0,7.0,8.0,10.0
1665,300:003,300,15,2.0,6.0,7.0,8.0,10.0
1666,300:003,300,16,1.0000000000000002,6.0,8.0,8.0,10.0
1667,300:003,300,17,3.0,7.0,8.0,8.0,10.0
1668,300:003,300,18,4.0,7.0,8.0,9.0,11.0
1669,300:003,300,19,4.0,7.0,8.0,9.0,10.0
1670,300:003,300,20,5.0,7.0,8.0,9.0,10.0
1671,300:003,300,21,3.0,7.0,8.0,9.0,10.0
1672,300:003,300,22,4.0,7.0,8.0,9.0,11.0
1673,300:003,300,23,3.0,7.0,8.0,9.0,10.0
1674,300:003,300,24,3.0,7.0,8.0,9.0,11.0
1675,300:003,300,25,3.0,7.0,8.0,9.0,11.0
1676,300:003,300,26,5.0,8.0,8.0,9.0,10.0
1677,300:003,300,27,4.0,8.0,8.0,9.0,10.0
1678,300:003,300,28,5.0,8.0,8.0,9.0,11.0
1679,300:003,300,29,5.0,8.0,9.0,9.0,11.0
1680,300:003,300,30,3.0,7.0,8.0,9.0,11.0
1681,300:003,300,31,4.0,7.0,9.0,9.0,13.0
1682,300:003,300,32,5.0,8.0,9.0,9.0,11.0
1683,300:003,300,33,5.0,8.0,9.0,10.0,13.0
1684,300:003,300,34,4.0,8.0,9.0,10.0,12.0
1685,300:003,300,35,6.0,8.0,9.0,10.0,13.0
1686,300:003,300,36,6.0,8.0,9.0,10.0,13.0
1687,300:003,300,37,5.0,8.0,9.0,11.0,13.0
1688,300:003,300,38,6.0,9.0,10.0,11.0,13.0
1689,300:003,300,39,6.0,9.0,10.0,11.0,13.0
1690,300:003,300,40,5.0,9.0,10.0,11.0,13.0
1691,300:003,300,41,4.0,9.0,10.0,11.5,13.0
1692,300:003,300,42,5.0,9.0,11.0,12.0,13.0
1693,300:003,300,43,7.0,10.0,11.0,12.0,13.0
1694,300:003,300,44,6.0,10.0,11.0,12.0,14.0
1695,300:003,300,45,8.0,10.0,11.0,12.0,14.0
1696,300:003,300,46,7.0,10.0,11.0,12.0,13.0
1697,300:003,300,47,7.0,10.0,11.0,12.0,13.0
1698,300:003,300,48,6.0,10.0,11.0,12.0,13.0
1699,300:003,300,49,5.0,10.0,11.5,12.0,13.0
1700,300:004,300,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,4.0
1701,300:004,300,1,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,2.0,5.0
1702,300:004,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,6.0
1703,300:004,300,3,2.220446049250313e-16,1.0000000000000002,2.0,2.0,5.0
1704,300:004,300,4,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1705,300:004,300,5,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1706,300:004,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1707,300:004,300,7,2.220446049250313e-16,2.0,3.0,4.0,6.0
1708,300:004,300,8,2.220446049250313e-16,2.0,3.0,4.0,6.0
1709,300:004,300,9,2.220446049250313e-16,2.0,3.0,4.0,7.0
1710,300:004,300,10,1.0000000000000002,3.0,3.0,5.0,7.0
1711,300:004,300,11,2.220446049250313e-16,3.0,4.0,5.0,7.0
1712,300:004,300,12,2.220446049250313e-16,4.0,5.0,6.0,11.0
1713,300:004,300,13,1.0000000000000002,3.5,5.0,6.0,8.0
1714,300:004,300,14,1.0000000000000002,4.0,5.0,6.0,8.0
1715,300:004,300,15,2.0,4.0,5.0,6.0,8.0
1716,300:004,300,16,1.0000000000000002,5.0,6.0,7.0,9.0
1717,300:004,300,17,2.0,5.0,6.0,7.0,9.0
1718,300:004,300,18,2.0,5.0,6.0,7.0,8.0
1719,300:004,300,19,3.0,5.0,6.0,7.0,10.0
1720,300:004,300,20,3.0,5.0,6.0,7.0,12.0
1721,300:004,300,21,4.0,6.0,6.0,7.0,12.0
1722,300:004,300,22,3.0,5.0,6.0,7.5,12.0
1723,300:004,300,23,3.0,6.0,7.0,8.0,10.0
1724,300:004,300,24,1.0000000000000002,6.0,7.0,8.0,10.0
1725,300:004,300,25,2.0,6.0,7.0,8.0,10.0
1726,300:004,300,26,3.0,6.0,7.0,8.0,10.0
1727,300:004,300,27,2.0,7.0,7.0,8.0,10.0
1728,300:004,300,28,3.0,7.0,7.0,8.0,10.0
1729,300:004,300,29,3.0,7.0,8.0,8.0,11.0
1730,300:004,300,30,2.0,7.0,7.0,8.0,11.0
1731,300:004,300,31,4.0,7.0,8.0,9.0,10.0
1732,300:004,300,32,4.0,7.0,8.0,9.0,11.0
1733,300:004,300,33,4.0,7.0,8.0,9.0,11.0
1734,300:004,300,34,3.0,7.0,8.0,9.0,11.0
1735,300:004,300,35,4.0,7.0,8.0,9.0,11.0
1736,300:004,300,36,4.0,7.0,8.0,9.0,11.0
1737,300:004,300,37,5.0,7.0,8.0,9.0,11.0
1738,300:004,300,38,6.0,7.0,8.0,9.0,11.0
1739,300:004,300,39,6.0,7.0,8.0,9.0,11.0
1740,300:004,300,40,5.0,7.5,8.0,10.0,11.0
1741,300:004,300,41,4.0,8.0,9.0,10.0,11.0
1742,300:004,300,42,3.0,8.0,9.0,10.0,12.0
1743,300:004,300,43,3.0,8.0,9.0,10.0,12.0
1744,300:004,300,44,4.0,8.0,9.0,11.0,12.0
1745,300:004,300,45,6.0,8.0,9.0,11.0,12.0
1746,300:004,300,46,6.0,8.5,10.0,11.0,12.0
1747,300:004,300,47,5.0,8.0,9.0,11.0,13.0
1748,300:004,300,48,5.0,9.0,10.0,11.0,13.0
1749,300:004,300,49,5.0,9.0,10.0,11.0,13.0
1750,300:005,300,0,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,3.0
1751,300:005,300,1,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,2.0,4.0
1752,300:005,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1753,300:005,300,3,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,2.0,4.0
1754,300:005,300,4,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,4.0
1755,300:005,300,5,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1756,300:005,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,5.0
1757,300:005,300,7,2.220446049250313e-16,1.5,3.0,3.0,6.0
1758,300:005,300,8,2.220446049250313e-16,2.0,3.0,4.0,6.0
1759,300:005,300,9,2.220446049250313e-16,2.0,3.0,4.0,8.0
1760,300:005,300,10,2.220446049250313e-16,3.0,4.0,5.0,7.0
1761,300:005,300,11,1.0000000000000002,4.0,5.0,6.0,7.0
1762,300:005,300,12,2.220446049250313e-16,4.0,5.0,5.0,7.0
1763,300:005,300,13,2.0,4.0,5.0,6.0,7.0
1764,300:005,300,14,1.0000000000000002,4.0,5.0,6.0,8.0
1765,300:005,300,15,2.0,4.0,5.0,6.0,9.0
1766,300:005,300,16,2.0,4.0,5.0,6.0,9.0
1767,300:005,300,17,2.0,4.0,5.0,6.0,9.0
1768,300:005,300,18,2.0,4.0,5.0,7.0,9.0
1769,300:005,300,19,2.0,4.0,6.0,7.0,9.0
1770,300:005,300,20,2.0,5.0,6.0,7.0,9.0
1771,300:005,300,21,2.0,5.0,6.0,8.0,10.0
1772,300:005,300,22,2.0,6.0,7.0,8.0,9.0
1773,300:005,300,23,2.0,6.0,7.0,8.0,10.0
1774,300:005,300,24,2.0,6.0,7.0,8.0,9.0
1775,300:005,300,25,3.0,6.0,7.0,8.0,9.0
1776,300:005,300,26,4.0,6.0,7.0,8.0,10.0
1777,300:005,300,27,4.0,7.0,7.0,8.0,10.0
1778,300:005,300,28,3.0,6.0,7.0,8.0,11.0
1779,300:005,300,29,3.0,7.0,7.0,8.0,10.0
1780,300:005,300,30,3.0,7.0,8.0,9.0,11.0
1781,300:005,300,31,3.0,7.0,8.0,9.0,10.0
1782,300:005,300,32,5.0,7.0,8.0,9.0,11.0
1783,300:005,300,33,3.0,7.0,8.0,9.0,11.0
1784,300:005,300,34,3.0,8.0,8.0,9.0,11.0
1785,300:005,300,35,3.0,8.0,8.0,9.0,11.0
1786,300:005,300,36,4.0,8.0,9.0,9.0,11.0
1787,300:005,300,37,5.0,8.0,8.0,9.0,11.0
1788,300:005,300,38,5.0,7.0,8.0,9.0,11.0
1789,300:005,300,39,5.0,8.0,8.0,10.0,11.0
1790,300:005,300,40,5.0,8.0,9.0,10.0,11.0
1791,300:005,300,41,5.0,8.0,9.0,9.0,11.0
1792,300:005,300,42,5.0,8.0,9.0,9.5,11.0
1793,300:005,300,43,5.0,8.0,9.0,10.0,11.0
1794,300:005,300,44,5.0,8.0,9.0,10.0,11.0
1795,300:005,300,45,4.0,8.0,9.0,10.0,12.0
1796,300:005,300,46,4.0,8.0,9.0,10.0,11.0
1797,300:005,300,47,4.0,8.0,9.0,10.0,11.0
1798,300:005,300,48,5.0,9.0,9.0,10.0,11.0
1799,300:005,300,49,5.0,8.0,9.0,10.0,12.0
1800,300:006,300,0,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,3.0
1801,300:006,300,1,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,5.0
1802,300:006,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,6.0
1803,300:006,300,3,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1804,300:006,300,4,2.220446049250313e-16,2.0,2.0,3.0,7.0
1805,300:006,300,5,2.220446049250313e-16,2.0,2.5,4.0,6.0
1806,300:006,300,6,2.220446049250313e-16,2.0,3.0,4.0,7.0
1807,300:006,300,7,2.220446049250313e-16,2.0,3.0,4.0,8.0
1808,300:006,300,8,1.0000000000000002,2.0,3.0,4.0,9.0
1809,300:006,300,9,2.220446049250313e-16,2.5,4.0,5.0,9.0
1810,300:006,300,10,2.220446049250313e-16,3.0,4.0,5.0,7.0
1811,300:006,300,11,1.0000000000000002,3.0,4.0,5.0,7.0
1812,300:006,300,12,1.0000000000000002,3.0,4.0,5.0,8.0
1813,300:006,300,13,1.0000000000000002,4.0,5.0,6.0,9.0
1814,300:006,300,14,1.0000000000000002,4.0,5.0,6.0,9.0
1815,300:006,300,15,1.0000000000000002,4.0,5.0,6.5,9.0
1816,300:006,300,16,1.0000000000000002,4.0,6.0,7.0,9.0
1817,300:006,300,17,2.0,4.0,6.0,7.0,9.0
1818,300:006,300,18,1.0000000000000002,5.0,6.0,7.0,9.0
1819,300:006,300,19,2.0,5.5,6.0,7.0,8.0
1820,300:006,300,20,3.0,5.0,6.0,7.0,9.0
1821,300:006,300,21,1.0000000000000002,5.0,6.0,7.0,9.0
1822,300:006,300,22,3.0,5.0,6.0,7.0,9.0
1823,300:006,300,23,3.0,6.0,7.0,8.0,9.0
1824,300:006,300,24,3.0,6.0,7.0,7.0,9.0
1825,300:006,300,25,4.0,6.0,7.0,8.0,9.0
1826,300:006,300,26,4.0,6.0,7.0,7.0,9.0
1827,300:006,300,27,3.0,6.0,7.0,8.0,9.0
1828,300:006,300,28,3.0,6.0,7.0,7.5,9.0
1829,300:006,300,29,3.0,6.0,7.0,8.0,9.0
1830,300:006,300,30,4.0,6.0,7.0,7.0,9.0
1831,300:006,300,31,4.0,6.0,7.0,8.0,9.0
1832,300:006,300,32,4.0,6.5,7.0,8.0,9.0
1833,300:006,300,33,4.0,7.0,8.0,8.0,10.0
1834,300:006,300,34,5.0,7.0,8.0,8.0,9.0
1835,300:006,300,35,5.0,7.0,8.0,8.5,10.0
1836,300:006,300,36,5.0,7.0,8.0,9.0,10.0
1837,300:006,300,37,5.0,7.0,8.0,9.0,10.0
1838,300:006,300,38,5.0,7.0,8.0,9.0,10.0
1839,300:006,300,39,5.0,7.0,8.0,9.0,10.0
1840,300:006,300,40,5.0,7.0,8.0,9.0,10.0
1841,300:006,300,41,4.0,7.0,8.0,9.0,10.0
1842,300:006,300,42,5.0,7.0,8.0,9.0,10.0
1843,300:006,300,43,5.0,7.0,8.0,9.0,10.0
1844,300:006,300,44,5.0,7.0,8.0,8.5,10.0
1845,300:006,300,45,5.0,7.0,8.0,8.0,9.0
1846,300:006,300,46,5.0,7.0,8.0,9.0,9.0
1847,300:006,300,47,5.0,7.0,8.0,9.0,9.0
1848,300:006,300,48,5.0,7.0,8.0,9.0,10.0
1849,300:006,300,49,3.0,7.0,8.0,9.0,10.0
1850,300:007,300,0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.0000000000000002,3.0
1851,300:007,300,1,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,5.0
1852,300:007,300,2,2.220446049250313e-16,1.0000000000000002,1.0000000000000002,2.0,7.0
1853,300:007,300,3,2.220446049250313e-16,1.0000000000000002,1.5,2.0,5.0
1854,300:007,300,4,2.220446049250313e-16,1.0000000000000002,2.0,2.0,5.0
1855,300:007,300,5,2.220446049250313e-16,1.0000000000000002,2.0,3.0,7.0
1856,300:007,300,6,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1857,300:007,300,7,2.220446049250313e-16,1.0000000000000002,2.0,3.0,6.0
1858,300:007,300,8,2.220446049250313e-16,1.5,3.0,3.0,7.0
1859,300:007,300,9,2.220446049250313e-16,2.0,3.0,4.0,7.0
1860,300:007,300,10,2.220446049250313e-16,2.0,3.0,4.0,8.0
1861,300:007,300,11,2.220446049250313e-16,2.0,4.0,5.5,8.0
1862,300:007,300,12,2.220446049250313e-16,3.0,4.5,6.0,9.0
1863,300:007,300,13,1.0000000000000002,3.0,4.0,6.0,8.0
1864,300:007,300,14,1.0000000000000002,4.0,5.0,6.0,10.0
1865,300:007,300,15,1.0000000000000002,4.0,5.0,6.0,10.0
1866,300:007,300,16,1.0000000000000002,4.0,6.0,7.0,10.0
1867,300:007,300,17,2.0,4.0,5.0,7.0,8.0
1868,300:007,300,18,2.0,5.0,6.0,7.0,9.0
1869,300:007,300,19,2.0,5.0,6.0,7.0,9.0
1870,300:007,300,20,3.0,5.0,7.0,8.0,10.0
1871,300:007,300,21,2.0,5.0,7.0,8.0,11.0
1872,300:007,300,22,4.0,6.0,7.0,8.0,12.0
1873,300:007,300,23,5.0,6.0,7.0,8.0,10.0
1874,300:007,300,24,4.0,6.0,8.0,9.0,10.0
1875,300:007,300,25,2.0,6.5,8.0,9.0,10.0
1876,300:007,300,26,2.0,7.0,8.0,9.0,11.0
1877,300:007,300,27,4.0,7.0,8.0,9.0,11.0
1878,300:007,300,28,4.0,7.0,8.0,9.0,12.0
1879,300:007,300,29,4.0,7.0,8.0,9.0,12.0
1880,300:007,300,30,5.0,7.0,8.0,9.0,11.0
1881,300:007,300,31,4.0,7.0,8.0,10.0,12.0
1882,300:007,300,32,5.0,7.0,9.0,10.0,12.0
1883,300:007,300,33,5.0,8.0,9.0,10.0,12.0
1884,300:007,300,34,5.0,8.0,10.0,10.0,11.0
1885,300:007,300,35,5.0,8.0,9.0,10.0,12.0
1886,300:007,300,36,6.0,8.0,9.0,10.0,12.0
1887,300:007,300,37,4.0,8.0,9.0,10.0,12.0
1888,300:007,300,38,4.0,8.0,9.0,10.0,12.0
1889,300:007,300,39,4.0,8.0,9.0,10.0,12.0
1890,300:007,300,40,4.0,9.0,9.0,10.0,12.0
1891,300:007,300,41,5.0,8.0,10.0,10.0,12.0
1892,300:007,300,42,5.0,9.0,10.0,10.0,12.0
1893,300:007,300,43,7.0,9.0,10.0,10.0,12.0
1894,300:007,300,44,4.0,9.0,10.0,10.0,12.0
1895,300:007,300,45,6.0,9.0,10.0,10.0,13.0
1896,300:007,300,46,7.0,9.0,10.0,11.0,12.0
1897,300:007,300,47,6.0,9.0,10.0,11.0,12.0
1898,300:007,300,48,4.0,9.0,10.0,11.0,12.0
